14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,216.32586669921875,105.61219024658203,246.57867431640625,122.4865493774414,SGN,0.7913029789924622,1504.3346405228758,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,268.3006896972656,396.5469970703125,304.0381774902344,416.350341796875,SGN,0.7084089517593384,2387.3694444444445,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,13.035686492919922,321.8570251464844,50.683837890625,337.0769958496094,SGN,0.6880093812942505,1148.3772522522522,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,13.571969985961914,327.3702087402344,49.828948974609375,345.86309814453125,SGN,0.6754503846168518,1512.0133744855966,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,216.6031494140625,421.2702331542969,250.67120361328125,436.664794921875,SGN,0.6720922589302063,2705.4366013071894,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,153.92918395996094,218.5234832763672,182.93634033203125,240.42489624023438,SGN,0.6616238355636597,2340.264367816092,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,219.96507263183594,98.5806655883789,243.82119750976562,130.23756408691406,SGN,0.6579574942588806,1180.1605902777778,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,194.47589111328125,214.75619506835938,225.46414184570312,240.4166259765625,SGN,0.6536033749580383,2666.6112489660877,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,169.14022827148438,381.2479248046875,204.31521606445312,403.6391296386719,SGN,0.6442739963531494,3473.312554112554,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,205.45156860351562,344.78125,235.57403564453125,368.8890380859375,SGN,0.6392519474029541,2638.484259259259,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,299.1180725097656,242.12094116210938,332.9367980957031,262.9580993652344,SGN,0.6323578953742981,2964.4707070707072,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,380.3916015625,412.8115539550781,413.5999755859375,436.0673828125,SGN,0.6286047101020813,2766.401515151515,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,396.8976135253906,440.68829345703125,426.66278076171875,469.27520751953125,SGN,0.607306718826294,2664.239846743295,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,188.23165893554688,466.91363525390625,219.09156799316406,491.7335510253906,SGN,0.6035491228103638,3098.850752688172,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,173.0980682373047,277.0062561035156,204.2071533203125,301.4822692871094,SGN,0.5872917771339417,3160.4094982078855,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,245.52830505371094,265.16107177734375,276.8955993652344,291.0909423828125,SGN,0.5869890451431274,3683.110835401158,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,157.05825805664062,347.4178771972656,190.7633819580078,369.671875,SGN,0.5804346203804016,3396.404958677686,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,248.1366424560547,349.709716796875,277.3438720703125,377.064208984375,SGN,0.5747396349906921,3213.791461412151,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,169.1753387451172,244.31314086914062,199.54296875,268.06915283203125,SGN,0.569979727268219,3694.5842592592594,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,324.95635986328125,250.24818420410156,354.6349182128906,276.13787841796875,SGN,0.5625840425491333,2551.586324786325,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,216.2763671875,414.3014831542969,251.01722717285156,427.8745422363281,SGN,0.559783399105072,2378.21684981685,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,119.88114929199219,416.0958557128906,152.7340087890625,439.162109375,SGN,0.5554710030555725,3087.4642072902943,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,268.49957275390625,355.04046630859375,296.30938720703125,385.56365966796875,SGN,0.5537603497505188,3424.6619047619047,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,215.5957794189453,100.91100311279297,247.28213500976562,114.34363555908203,SGN,0.546114981174469,806.9300595238095,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,14.219293594360352,320.5703430175781,40.1768913269043,350.3629150390625,SGN,0.5398653149604797,1566.6136752136752,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,173.55117797851562,386.42462158203125,205.08609008789062,412.09893798828125,SGN,0.539596438407898,3918.7107371794873,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,0.0,379.52716064453125,27.553730010986328,401.0538024902344,SGN,0.5330715179443359,2766.347923681257,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,296.9345397949219,236.48638916015625,332.9906311035156,253.2938995361328,SGN,0.5313352346420288,1848.244008714597,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,336.1609802246094,272.4590759277344,366.3004150390625,301.4515686035156,SGN,0.5289984941482544,2461.2498084291187,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,270.8881530761719,409.69976806640625,298.96136474609375,440.9595031738281,SGN,0.5238567590713501,2588.6466973886327,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,280.37774658203125,456.2730712890625,310.5801086425781,483.7947692871094,SGN,0.5198192596435547,2179.6477366255144,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,176.73065185546875,417.345703125,204.54403686523438,448.3609313964844,SGN,0.5166085362434387,2573.269585253456,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,210.4248046875,450.164794921875,239.26393127441406,471.9266357421875,SGN,0.5109478831291199,3336.3393541324576,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,115.27989959716797,473.8367919921875,144.65208435058594,500.32843017578125,SGN,0.5107006430625916,3066.058748403576,1.0
14-08-04_sg30L 5x dyn 647 568 488 R3 0_149_UltraII_C01_xyz-Table Z0323.ome_0000_0512_defocus_05_s_15.tif,328.4187927246094,292.3418273925781,357.40777587890625,320.3658752441406,SGN,0.5094620585441589,2923.385878489327,1.0
